case,document_nr,document_name,document_href,text,log,,,
Case No 492 (Mexico),15-Jul-66,"The International Federation of Christian Trade Unions 

","['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2899014', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2899019', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2899016', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2899018', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2899020', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2899017']","interim report, it being understood that the Committee will submit a further report when it has received the observations to be requested from the Government in accordance with subparagraph (b) above.Geneva, 15 February 1967. (Signed) Roberto AGO, Chairman.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2899017, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","59.This case has already been examined by the Committee at its meeting in November 1966, when it submitted to the Governing Body an interim report contained in paragraphs 35 to 45 of its 94th Report.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","60.Mexico has ratified the Freedom of Association and Protection of the Right to Organise Convention, 1948 (No. 87), but has not ratified the Right to Organise and Collective Bargaining Convention, 1949 (No. 98).","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","61.The complainants allege that the workers of the undertakings Industrias Forestales Mexicanas and Molduras de Pino S.A., both located in the town of Parral, who had formed the "" First of May "" Industrial Trade Union of Timber and Allied Workers, had their application for registration rejected by the Conciliation and Arbitration Board of Parral, although this application was supported by the documentation required by law, on the pretext that the members of the new trade union were not engaged","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","in the same occupation, trade or speciality. The complainants maintain that this decision infringed the provisions of section 233 of the Federal Labour Law which, according to them, permits the establishment of industrial trade unions by individuals in various occupations, trades or specialities, who carry on their work in two or more industrial undertakings.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","62.In its observations the Government stated that the trade union had appealed to the First District Court of Chihuahua against the ruling given by the Conciliation and Arbitration Board of Parral. The Government enclosed the text of the judge's ruling handed down on 12 February 1966, which granted the appeal on the ground particularly that section 233, subsection III, of the Federal Labour Law provided precisely the opposite of what was affirmed in the ruling of the Conciliation and Arbitration","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","Board of Parral. In the preambular clauses of his ruling the judge also stated that, by refusing the application for registration, the aforesaid Board had totally ignored, to the detriment of the workers, the guarantees contained in articles 1, 9 and 123, subsection XVI, of the Mexican Constitution.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","63.Following its examination of the case at its meeting in November 1966, the Committee noted the Government's observations according to which the competent judge issued, after the presentation of the complaint to the I.L.O, a ruling requested by the union which cancelled the decision of the administrative authority rejecting the union's application for registration. With a view to obtaining fuller information concerning this aspect of the case, the Committee considered it necessary to request","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","the Government to be good enough to confirm whether, in compliance with the court ruling, the "" First of May "" trade union had been registered, and the Committee made a recommendation to the Governing Body to this effect.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","64.This recommendation having been approved by the Governing Body, the Government was accordingly requested, by a letter dated 13 March 1967, to supply the information in question. The Government replied by a communication dated 19 May 1967.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","65.In this communication the Government states that the ruling pronounced on appeal by the First District Judge of Chihuahua has been fully executed and that consequently the Conciliation and Arbitration Board of Parral has registered the "" First of May "" Industrial Trade Union of Timber and Allied Workers. The Government attached to its communication a certified copy of the trade union's certificate of registration.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']",66.In these circumstances the Committee recommends the Governing Body to decide that this aspect of the case does not call for further examination.,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","67.The complainants also alleged that a collective agreement was drawn up between the C.T.M. Timber and Allied Workers' Union and an undertaking called Inversiones Mineras del Norte S.A.; they allege, furthermore, that another agreement was signed without the workers' knowledge.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","68.When it examined the case at its meeting in November 1966, the Committee found that the complaint did not show clearly how the first of these two agreements was related to the questions raised in the allegations, since it was supposed to have been signed between a third undertaking and another trade union. The Committee noted, however, that the second agreement was alleged to have been signed by at least one of the two undertakings employing the members of the "" First of May "" trade union,","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","the other signatory, according to the complainants, being a trade union allegedly organised and controlled by the undertaking.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","69.Noting that the Government had not submitted any observations on these aspects of the case, the Committee recommended the Governing Body to request the Government, to be good enough to furnish its observations thereon.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","70.In its communication of 19 May 1967 the Government states that most of the workers in the undertakings in question had already joined a trade union which was a member of the Confederation of Mexican Workers (C.T.M.). It adds that the latter had already "" signed a collective agreement with the undertaking before the formation of the First of May trade union.""","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","71.In view of the explanations furnished by the Government and because of the somewhat vague nature of the allegations, the Committee considers that the complainants have not proved that there was any infringement of freedom of association involved in these facts and it therefore recommends the Governing Body to consider that this aspect of the case does not call for further examination.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","72.The complainants further allege that six workers were dismissed by their employers. As the Government did not refer to this aspect of the case in its original observations, the Committee, at its meeting in November 1966, recommended the Governing Body to request the Government to furnish a reply on the allegation in question.,","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","73.In its communication of 19 May 1967 the Government states emphatically that in general it cannot be held responsible for employers' attitudes towards their workers. It adds that, in any case, Mexican legislation offers a very wide range of legal measures enabling anyone who considers that his rights in respect of an employment relationship are being infringed to appeal to the courts in order to obtain justice.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","74.The Government goes on to state that 24 workers (and not six as the complainants had said) who were members of the "" First of May "" trade union were dismissed on 15 October 1965; the Government gives the names of the persons concerned. It continues by pointing out that these workers appealed against the dismissal, that the appeal was heard on 19 March 1966 by the Conciliation and Arbitration Board of Parral and that the ruling given by this court absolved the undertaking of all","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']",responsibility.,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","75.The Government ends by stating that neither the workers nor the trade union lodged an appeal against this judgment. "" It must therefore be concluded "", the Government states, "" that from the legal point of view this ruling is accepted.""","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","76.The Committee wishes to point out, as it has when examining previous cases', that in view of the nature of its responsibilities, it cannot consider it is bound by any rule that national procedures of redress must be exhausted, such as applies, for instance, to international claims tribunals. It must however have regard, in examining the merits of a case, to the fact that a national remedy before an independent tribunal, the procedure of which offers appropriate guarantees, has not been","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']",pursued.,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']",77.In the present case it appears that neither the persons concerned nor the trade union took advantage of the opportunities of appeal open to them and that they have not therefore tried - as they could have done - to secure redress of the wrongs which they claim to have suffered.,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']",78.In these circumstances the Committee recommends the Governing Body to consider that this aspect of the matter does not call for further examination.,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","79.In view of the foregoing, the Committee recommends the Governing Body to decide, for the reasons given in paragraphs 65 and 66, 71, 77 and 78 above, that the case as a whole does not call for further examination.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","35.In a communication dated 4 November 1965 the International Federation of Christian Trade Unions submitted a complaint against the Government of Mexico for alleged violations of freedom of association. The complaint was forwarded to the Government, which sent its observations to the I.L.O by a communication dated 26 May 1966 from the Permanent Delegation of Mexico in Geneva.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","36.Mexico has ratified the Freedom of Association and Protection of the Right to Organise Convention, 1948 (No. 87), but has not ratified the Right to Organise and Collective Bargaining Convention, 1949 (No. 98).","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","37.The complainants allege that for some time government officials, together with employers and even some trade unionists, have been making numerous attacks on freedom of association. Although Mexico has ratified the Freedom of Association and Protection of the Right to Organise Convention, 1948 (No. 87), certain representatives of the Government persist in hindering and even preventing the free operation of the trade union movement, which is contrary to Mexican federal law. The complainants","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","quote in this connection the provisions of part of section 233 of the relevant legislation concerning the formation of industrial trade unions. According to the law, such unions may be formed by individuals in various occupations, trades or specialities, who carry on their work in two or more industrial undertakings.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","38.According to the complaint, the workers of the undertakings Productos Industrializados de la Madera and Molduras de Pino, located in the city of Parral, state of Chihuahua, formed the "" First of May "" Industrial Trade Union of Timber and Allied Workers and applied on 6 October 1965 to the competent public authorities with a view to obtaining legal status; to that end, they produced the documentation required by law. In a first verbal reply, the authorities are alleged to have promised to","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","grant the legal status applied for. The undertaking [sic], according to the complainants, adopted two different attitudes: publicly, it summoned its workers on that same day to advise them that the undertaking was glad to accept the proposals; while privately it sent a management group to the provincial capital to meet the undertaking's lawyer, who drew up a collective agreement between the C.T.M. Timber and Allied Workers' Union (a trade union which the workers concerned in this case had never","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","recognised) and an industry called Inversiones Mineras del Norte, S.A., owned by the lawyer of the undertaking. In order to ensure the success of this manoeuvre, a group of workers trusted by the undertaking was enrolled in the aforesaid trade union. Once this had been done, the employers dismissed six workers whom they paid off fully in accordance with the law, but with an evident change of attitude.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","39.During the following few days, the complainants state, a change of front was also shown by the authorities, who were no longer prepared to recognise the newly formed trade union and gave as their reason imperfections of presentation, such as mistakes in spelling, drafting, etc. The workers reacted to this by organising a public demonstration to demand recognition of their legitimate trade union. On 14 October 1965 the authorities officially communicated their decision to refuse the","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","application of the "" First of May "" union on the grounds that section 233, subsection III, of the Federal Labour Law provided that the formation of an industrial trade union was subject to the essential requirement that its members should be persons "" engaged in the same occupation, trade or speciality, and in this particular case the workers do not fulfil the above requirements, since they do work which does not require specialisation in its performance "".","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","40.The complainants go on to state that on the following day, 15 October 1965, the employers sent 70 workers away from their work. The police immediately surrounded the premises of the undertaking to prevent the workers from approaching. At the same time a trade union was organised, under the control of the undertaking, which agreed to sign an agreement behind the workers' backs. All this provoked a further protest from the workers who, on 16 October, organised a fresh demonstration, claiming","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']",recognition of their real trade union and the reinstatement of their co-workers who had been dismissed.,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","41.In its communication dated 26 May 1966 the Government answers that the complaint in question was formulated by workers employed by two undertakings, Industrias Forestales Mexicanas and Molduras de Pino, S.A., both located in the town of Parral, and who had formed the "" First of May "" Industrial Trade Union of Timber and Allied Workers. The application for registration of that union having been rejected by the Conciliation and Arbitration Board of Parral, the trade union appealed against the","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","Board's ruling to the First District Court of Chihuahua; the case came before the court as Dossier 310/965, No. 6341.The Government attaches the text of the judge's ruling handed down on 12 February 1966, which grants a writ of relief, inter alia, on the grounds that section 233, subsection III, of the Federal Labour Law provides precisely the opposite of what is affirmed in the ruling of the Conciliation and Arbitration Board of Parral. In the preambular clauses of his ruling the judge also","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","states that, by refusing the application for registration, the aforesaid Board violated the guarantee provided for workers under articles 1, 9 and 123, subparagraph XVI, of the Mexican Constitution.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","42.The Government states that, since the trade union appealed for Constitutional protection of its rights, this being the means of legal redress against acts of violation which it considered had been committed against it, and since the legal reparation sought for was obtained, the complaint has become null and void.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","43.Concerning the allegations regarding the rejection of the "" First of May "" trade union's application for registration, the Committee observes that the complaint seems to imply that the Conciliation and Arbitration Board had been guided in issuing its ruling by an attitude of partiality towards the employers. However, the elements of information provided by the complainants in connection with this point in particular are extremely vague, so that it is difficult to investigate the grounds for","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","such an insinuation. Consequently, the Committee takes note of the Government's observations, according to which the competent judge issued a ruling, subsequent to the presentation of the complaint to the I.L.O, protecting the said trade union against the decision of the administrative authority to reject its application for registration. However, with a view to obtaining fuller information concerning this aspect of the case, the Committee considers it necessary to request the Government to","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963, response status: 200",,,
Case No 460 (Mexico),4-Nov-65,Federation of Christian Trade Unions,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898964', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963']","confirm whether, in compliance with the court ruling, the "" First of May "" trade union has been registered.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2898963, response status: 200",,,
